uid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
8208,42, Private,356934.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
8209,35, Private,154410.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
8210,31, Private,35378.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
8211,73, Private,301210.0, 1st-4th,2.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1735.0,20.0, United-States,0
8212,32, Private,73621.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,42.0, United-States,0
8213,37, Private,108140.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,45.0, United-States,1
8214,66, Private,217198.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,10.0, United-States,0
8215,22, Private,157332.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States,0
8216,51, Private,202956.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
8217,31, Private,173495.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States,0
8218,65, Private,149811.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,2206.0,59.0, Canada,0
8219,39, Private,444219.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,0.0,0.0,45.0, United-States,0
8220,48, Private,125120.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,37.0, United-States,0
8221,20, Private,190429.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8222,28, ?,190303.0, Assoc-acdm,12.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
8223,48, Private,248164.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,50.0, United-States,1
8224,29, Federal-gov,208534.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,80.0, United-States,0
8225,36, Self-emp-not-inc,343721.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,30.0, ?,1
8226,35, Self-emp-inc,196373.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
8227,31, Private,433788.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,1
8228,48, State-gov,122086.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,0
8229,36, Private,137314.0, Assoc-voc,11.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
8230,40, Self-emp-not-inc,33068.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,0
8231,57, Private,210688.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,15.0, United-States,0
8232,26, Local-gov,117833.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,4865.0,0.0,35.0, United-States,0
8233,37, State-gov,103474.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8234,65, Private,115880.0, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
8235,26, Self-emp-not-inc,233933.0, 10th,6.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,32.0, United-States,0
8236,42, Private,52781.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,0
8237,47, Private,586657.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Japan,1
8238,62, Private,113080.0, 7th-8th,4.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8239,27, Private,251905.0, Assoc-voc,11.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,50.0, United-States,0
8240,76, Self-emp-not-inc,225964.0, Some-college,10.0, Widowed, Sales, Not-in-family, White, Male,0.0,0.0,8.0, United-States,0
8241,20, ?,194096.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8242,29, Private,263831.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8243,29, Private,133136.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,1
8244,32, Private,121634.0, 10th,6.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, Mexico,0
8245,22, Self-emp-inc,40767.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
8246,30, Federal-gov,355789.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,50.0, United-States,0
8247,43, Local-gov,311914.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8248,23, Private,91189.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,20.0, United-States,0
8249,44, Federal-gov,344060.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
8250,41, Private,113823.0, Bachelors,13.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8251,49, State-gov,185800.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, Black, Female,7430.0,0.0,40.0, United-States,1
8252,30, Private,76107.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,1
8253,23, Private,117618.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States,0
8254,39, Private,238008.0, HS-grad,9.0, Widowed, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8255,32, Private,136480.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,1
8256,50, Private,285200.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1887.0,35.0, United-States,1
8257,19, Private,351040.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, Puerto-Rico,0
8258,35, Private,1226583.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,52.0, United-States,1
8259,23, Private,195767.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8260,25, Private,187540.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8261,40, Private,79372.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8262,30, Private,226665.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,42.0, United-States,1
8263,52, Private,213209.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
8264,49, Private,211005.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,60.0, United-States,0
8265,24, Private,96178.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8266,46, Private,328216.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,1
8267,39, Private,110713.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
8268,45, Self-emp-not-inc,225456.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
8269,62, Local-gov,159908.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,1258.0,38.0, United-States,0
8270,43, Private,118308.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,50.0, United-States,1
8271,45, Private,180309.0, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
8272,62, Self-emp-not-inc,39630.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
8273,48, Private,273828.0, 5th-6th,3.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,0
8274,56, Private,172071.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, Jamaica,0
8275,28, Private,218887.0, HS-grad,9.0, Never-married, Farming-fishing, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
8276,23, Private,664670.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States,0
8277,43, Private,209149.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
8278,26, Private,84619.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
8279,36, Private,447346.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
8280,55, Local-gov,37869.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
8281,48, State-gov,99086.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
8282,43, Private,143582.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0.0,2129.0,72.0, ?,0
8283,38, Private,326886.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
8284,18, Private,181755.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
8285,56, Self-emp-not-inc,249368.0, HS-grad,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, United-States,0
8286,39, Self-emp-not-inc,326400.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8287,46, Private,504725.0, 5th-6th,3.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,50.0, Mexico,0
8288,36, Private,88967.0, 11th,7.0, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,65.0, United-States,0
8289,42, Self-emp-not-inc,170721.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2002.0,40.0, United-States,0
8290,50, Private,148953.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,1
8291,17, Private,342752.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States,0
8292,57, Private,220871.0, 7th-8th,4.0, Widowed, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
8293,73, Private,29675.0, HS-grad,9.0, Widowed, Other-service, Other-relative, White, Female,0.0,0.0,12.0, United-States,0
8294,50, Federal-gov,183611.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8295,35, Private,115215.0, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,45.0, United-States,0
8296,27, Private,152231.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,0
8297,24, ?,41356.0, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8298,27, Private,225142.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8299,23, Self-emp-not-inc,121313.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8300,25, Private,134821.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8301,51, Private,311350.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
8302,26, Private,102106.0, 10th,6.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0
8303,47, Private,427055.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, Mexico,0
8304,40, Private,117860.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
8305,58, Private,285885.0, 9th,5.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
8306,25, Private,212800.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8307,29, Private,194864.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,18.0, United-States,0
8308,36, Private,31438.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,43.0, United-States,0
8309,46, Private,148254.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
8310,69, Private,113035.0, 1st-4th,2.0, Widowed, Priv-house-serv, Not-in-family, Black, Female,0.0,0.0,4.0, United-States,0
8311,69, Private,106595.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,1848.0,0.0,40.0, United-States,0
8312,28, Private,144521.0, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
8313,20, Private,172232.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,48.0, United-States,0
8314,54, State-gov,123592.0, HS-grad,9.0, Separated, Adm-clerical, Unmarried, Black, Female,3887.0,0.0,35.0, United-States,0
8315,25, Private,191921.0, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8316,64, Local-gov,237379.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3471.0,0.0,40.0, United-States,0
8317,17, Private,208463.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,0
8318,53, Federal-gov,68985.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
8319,50, Private,22418.0, 9th,5.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
8320,57, Private,163047.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,38.0, United-States,0
8321,51, Private,153870.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,2603.0,40.0, United-States,0
8322,20, ?,124954.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,30.0, United-States,0
8323,47, Private,197702.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
8324,25, Private,166415.0, HS-grad,9.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,52.0, United-States,0
8325,50, State-gov,116211.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,52.0, United-States,1
8326,20, Private,33644.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, United-States,0
8327,43, State-gov,33331.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,70.0, United-States,1
8328,46, Private,73019.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8329,54, Private,169182.0, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, Puerto-Rico,0
8330,53, Private,20438.0, Some-college,10.0, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,15.0, United-States,0
8331,21, Private,109869.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,30.0, United-States,0
8332,58, Private,316849.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8333,30, Private,208043.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,1
8334,61, Private,153790.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,0
8335,56, State-gov,153451.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
8336,59, Private,96840.0, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
8337,72, Private,192732.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,20.0, United-States,0
8338,33, Private,209101.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8339,46, Private,146919.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,1
8340,46, Local-gov,192323.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,38.0, United-States,1
8341,48, Private,217019.0, HS-grad,9.0, Never-married, Prof-specialty, Unmarried, Black, Female,0.0,0.0,28.0, United-States,0
8342,33, Private,198211.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
8343,21, Private,222490.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States,0
8344,27, Private,106758.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States,0
8345,31, Private,561334.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8346,28, Private,203710.0, Bachelors,13.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
8347,45, Local-gov,203322.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
8348,51, Private,123703.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386.0,0.0,40.0, United-States,1
8349,46, State-gov,312015.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
8350,25, Private,209428.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,25.0, El-Salvador,0
8351,61, Private,230292.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,40.0, United-States,1
8352,17, Private,114420.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,30.0, United-States,0
8353,26, Private,120238.0, Bachelors,13.0, Never-married, Craft-repair, Not-in-family, White, Male,3325.0,0.0,40.0, United-States,0
8354,35, Private,100375.0, 10th,6.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
8355,33, Self-emp-not-inc,42485.0, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,0
8356,37, Private,130620.0, 12th,8.0, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0.0,0.0,33.0, ?,0
8357,39, Local-gov,134367.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States,0
8358,42, Private,147099.0, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States,0
8359,35, Private,36214.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386.0,0.0,47.0, United-States,1
8360,45, Private,119904.0, HS-grad,9.0, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,50.0, United-States,1
8361,47, Self-emp-inc,105779.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,1
8362,64, Private,165020.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,0
8363,39, Private,187098.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024.0,0.0,47.0, United-States,1
8364,43, ?,142030.0, HS-grad,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
8365,34, Private,241360.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, ?,0
8366,62, Private,121319.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103.0,0.0,40.0, United-States,1
8367,53, Private,151580.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,1
8368,31, Private,162572.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
8369,26, Private,35917.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
8370,56, Self-emp-inc,35723.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,1
8371,43, Private,194773.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8372,33, Private,62155.0, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,35.0, United-States,0
8373,45, Self-emp-not-inc,192203.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1485.0,40.0, United-States,1
8374,46, Private,174370.0, Some-college,10.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,0
8375,26, Private,161007.0, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,80.0, United-States,0
8376,24, Private,270517.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, Mexico,0
8377,43, Private,163847.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,1
8378,40, Private,193882.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8379,61, Private,160037.0, 7th-8th,4.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
8380,34, Federal-gov,189944.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,72.0, United-States,0
8381,85, Private,115364.0, HS-grad,9.0, Widowed, Sales, Unmarried, White, Male,0.0,0.0,35.0, United-States,0
8382,41, Private,163174.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8383,31, State-gov,188900.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,3325.0,0.0,35.0, United-States,0
8384,22, Private,214399.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,30.0, United-States,0
8385,60, Private,156616.0, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
8386,29, Private,204862.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,36.0, United-States,0
8387,34, ?,55921.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,0
8388,35, State-gov,172475.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2977.0,0.0,45.0, United-States,0
8389,24, Private,153082.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
8390,45, Local-gov,195418.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
8391,21, Local-gov,276840.0, 12th,8.0, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,20.0, United-States,0
8392,30, Private,97933.0, Assoc-acdm,12.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,1485.0,37.0, United-States,1
8393,50, Self-emp-inc,119099.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States,1
8394,41, Self-emp-not-inc,83411.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
8395,21, Private,198992.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,33.0, United-States,0
8396,45, Private,337825.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
8397,34, Private,192002.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
8398,28, Private,189346.0, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
8399,19, Private,231962.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
8400,26, Private,164488.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,13550.0,0.0,50.0, United-States,1
8401,48, Private,200471.0, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,1
8402,69, Private,228921.0, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,2282.0,40.0, United-States,1
8403,41, Private,184846.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
8404,43, Private,233851.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8405,28, Private,499001.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, Mexico,0
8406,65, Local-gov,125768.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,28.0, United-States,0
8407,31, Private,255004.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,1741.0,38.0, United-States,0
8408,28, Private,157624.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
8409,51, Private,146767.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
8410,45, Private,118291.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,80.0, United-States,0
8411,43, Private,313181.0, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, Black, Male,0.0,0.0,38.0, United-States,0
8412,31, Private,87891.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,0
8413,31, Private,226443.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,1
8414,45, Private,81132.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,0
8415,20, Private,216436.0, Bachelors,13.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,30.0, United-States,0
